,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
377765,Hamilton County,OH,DeKalb County,GA,94,2175,2175000,2021,2020,2021,inflow,DeKalb County-Hamilton County-OH-2021,"Hamilton County, OH"
377766,Montgomery County,AL,DeKalb County,GA,86,2235,2235000,2021,2020,2021,inflow,DeKalb County-Montgomery County-AL-2021,"Montgomery County, AL"
377767,St. Louis County,MO,DeKalb County,GA,87,3037,3037000,2021,2020,2021,inflow,DeKalb County-St. Louis County-MO-2021,"St. Louis County, MO"
377768,Denver County,CO,DeKalb County,GA,75,5549,5549000,2021,2020,2021,inflow,DeKalb County-Denver County-CO-2021,"Denver County, CO"
377769,Columbia County,GA,DeKalb County,GA,80,3890,3890000,2021,2020,2021,inflow,DeKalb County-Columbia County-GA-2021,"Columbia County, GA"
377770,Orange County,CA,DeKalb County,GA,80,7266,7266000,2021,2020,2021,inflow,DeKalb County-Orange County-CA-2021,"Orange County, CA"
377771,San Francisco County,CA,DeKalb County,GA,67,10700,10700000,2021,2020,2021,inflow,DeKalb County-San Francisco County-CA-2021,"San Francisco County, CA"
377772,Hennepin County,MN,DeKalb County,GA,86,2443,2443000,2021,2020,2021,inflow,DeKalb County-Hennepin County-MN-2021,"Hennepin County, MN"
377773,Allegheny County,PA,DeKalb County,GA,73,4862,4862000,2021,2020,2021,inflow,DeKalb County-Allegheny County-PA-2021,"Allegheny County, PA"
377774,Alachua County,FL,DeKalb County,GA,73,3764,3764000,2021,2020,2021,inflow,DeKalb County-Alachua County-FL-2021,"Alachua County, FL"
377775,Jefferson County,KY,DeKalb County,GA,81,2537,2537000,2021,2020,2021,inflow,DeKalb County-Jefferson County-KY-2021,"Jefferson County, KY"
377776,Durham County,NC,DeKalb County,GA,60,2767,2767000,2021,2020,2021,inflow,DeKalb County-Durham County-NC-2021,"Durham County, NC"
377777,Knox County,TN,DeKalb County,GA,75,2647,2647000,2021,2020,2021,inflow,DeKalb County-Knox County-TN-2021,"Knox County, TN"
377778,Milwaukee County,WI,DeKalb County,GA,96,2252,2252000,2021,2020,2021,inflow,DeKalb County-Milwaukee County-WI-2021,"Milwaukee County, WI"
377779,Bartow County,GA,DeKalb County,GA,60,2251,2251000,2021,2020,2021,inflow,DeKalb County-Bartow County-GA-2021,"Bartow County, GA"
377780,Orleans Parish,LA,DeKalb County,GA,79,2160,2160000,2021,2020,2021,inflow,DeKalb County-Orleans Parish-LA-2021,"Orleans Parish, LA"
377781,Westchester County,NY,DeKalb County,GA,80,3982,3982000,2021,2020,2021,inflow,DeKalb County-Westchester County-NY-2021,"Westchester County, NY"
377782,Escambia County,FL,DeKalb County,GA,80,2187,2187000,2021,2020,2021,inflow,DeKalb County-Escambia County-FL-2021,"Escambia County, FL"
377783,Monroe County,NY,DeKalb County,GA,73,1807,1807000,2021,2020,2021,inflow,DeKalb County-Monroe County-NY-2021,"Monroe County, NY"
377784,Lee County,FL,DeKalb County,GA,76,2431,2431000,2021,2020,2021,inflow,DeKalb County-Lee County-FL-2021,"Lee County, FL"
377785,Jefferson Parish,LA,DeKalb County,GA,61,999,999000,2021,2020,2021,inflow,DeKalb County-Jefferson Parish-LA-2021,"Jefferson Parish, LA"
377786,Greenville County,SC,DeKalb County,GA,63,3562,3562000,2021,2020,2021,inflow,DeKalb County-Greenville County-SC-2021,"Greenville County, SC"
377787,Madison County,AL,DeKalb County,GA,58,2291,2291000,2021,2020,2021,inflow,DeKalb County-Madison County-AL-2021,"Madison County, AL"
377788,Troup County,GA,DeKalb County,GA,67,1281,1281000,2021,2020,2021,inflow,DeKalb County-Troup County-GA-2021,"Troup County, GA"
377789,Nassau County,NY,DeKalb County,GA,58,2211,2211000,2021,2020,2021,inflow,DeKalb County-Nassau County-NY-2021,"Nassau County, NY"
377790,Lee County,AL,DeKalb County,GA,52,1742,1742000,2021,2020,2021,inflow,DeKalb County-Lee County-AL-2021,"Lee County, AL"
377791,San Bernardino County,CA,DeKalb County,GA,60,2090,2090000,2021,2020,2021,inflow,DeKalb County-San Bernardino County-CA-2021,"San Bernardino County, CA"
377792,Arapahoe County,CO,DeKalb County,GA,62,2201,2201000,2021,2020,2021,inflow,DeKalb County-Arapahoe County-CO-2021,"Arapahoe County, CO"
377793,Glynn County,GA,DeKalb County,GA,57,1711,1711000,2021,2020,2021,inflow,DeKalb County-Glynn County-GA-2021,"Glynn County, GA"
377794,Oakland County,MI,DeKalb County,GA,75,2720,2720000,2021,2020,2021,inflow,DeKalb County-Oakland County-MI-2021,"Oakland County, MI"
377795,Erie County,NY,DeKalb County,GA,73,1364,1364000,2021,2020,2021,inflow,DeKalb County-Erie County-NY-2021,"Erie County, NY"
377796,Suffolk County,NY,DeKalb County,GA,62,1905,1905000,2021,2020,2021,inflow,DeKalb County-Suffolk County-NY-2021,"Suffolk County, NY"
377797,Baltimore County,MD,DeKalb County,GA,64,1827,1827000,2021,2020,2021,inflow,DeKalb County-Baltimore County-MD-2021,"Baltimore County, MD"
377798,Virginia Beach city,VA,DeKalb County,GA,59,2789,2789000,2021,2020,2021,inflow,DeKalb County-Virginia Beach city-VA-2021,"Virginia Beach city, VA"
377799,Fairfield County,CT,DeKalb County,GA,49,2279,2279000,2021,2020,2021,inflow,DeKalb County-Fairfield County-CT-2021,"Fairfield County, CT"
377800,New Haven County,CT,DeKalb County,GA,59,2170,2170000,2021,2020,2021,inflow,DeKalb County-New Haven County-CT-2021,"New Haven County, CT"
377801,Lowndes County,GA,DeKalb County,GA,60,1313,1313000,2021,2020,2021,inflow,DeKalb County-Lowndes County-GA-2021,"Lowndes County, GA"
377802,Bexar County,TX,DeKalb County,GA,69,1980,1980000,2021,2020,2021,inflow,DeKalb County-Bexar County-TX-2021,"Bexar County, TX"
377803,Mobile County,AL,DeKalb County,GA,59,1167,1167000,2021,2020,2021,inflow,DeKalb County-Mobile County-AL-2021,"Mobile County, AL"
377804,Contra Costa County,CA,DeKalb County,GA,53,2368,2368000,2021,2020,2021,inflow,DeKalb County-Contra Costa County-CA-2021,"Contra Costa County, CA"
377805,Denton County,TX,DeKalb County,GA,58,3717,3717000,2021,2020,2021,inflow,DeKalb County-Denton County-TX-2021,"Denton County, TX"
377806,Fort Bend County,TX,DeKalb County,GA,62,3187,3187000,2021,2020,2021,inflow,DeKalb County-Fort Bend County-TX-2021,"Fort Bend County, TX"
377807,New Castle County,DE,DeKalb County,GA,57,1764,1764000,2021,2020,2021,inflow,DeKalb County-New Castle County-DE-2021,"New Castle County, DE"
377808,DuPage County,IL,DeKalb County,GA,54,2776,2776000,2021,2020,2021,inflow,DeKalb County-DuPage County-IL-2021,"DuPage County, IL"
377809,Sacramento County,CA,DeKalb County,GA,53,1658,1658000,2021,2020,2021,inflow,DeKalb County-Sacramento County-CA-2021,"Sacramento County, CA"
377810,Hartford County,CT,DeKalb County,GA,50,2336,2336000,2021,2020,2021,inflow,DeKalb County-Hartford County-CT-2021,"Hartford County, CT"
377811,Brevard County,FL,DeKalb County,GA,50,2160,2160000,2021,2020,2021,inflow,DeKalb County-Brevard County-FL-2021,"Brevard County, FL"
377812,Forsyth County,NC,DeKalb County,GA,56,1211,1211000,2021,2020,2021,inflow,DeKalb County-Forsyth County-NC-2021,"Forsyth County, NC"
377813,Collin County,TX,DeKalb County,GA,48,1628,1628000,2021,2020,2021,inflow,DeKalb County-Collin County-TX-2021,"Collin County, TX"
377814,Norfolk city,VA,DeKalb County,GA,50,2635,2635000,2021,2020,2021,inflow,DeKalb County-Norfolk city-VA-2021,"Norfolk city, VA"
377816,El Paso County,CO,DeKalb County,GA,51,1427,1427000,2021,2020,2021,inflow,DeKalb County-El Paso County-CO-2021,"El Paso County, CO"
377817,East Baton Rouge Parish,LA,DeKalb County,GA,52,1109,1109000,2021,2020,2021,inflow,DeKalb County-East Baton Rouge Parish-LA-2021,"East Baton Rouge Parish, LA"
377818,Norfolk County,MA,DeKalb County,GA,48,2706,2706000,2021,2020,2021,inflow,DeKalb County-Norfolk County-MA-2021,"Norfolk County, MA"
377819,Collier County,FL,DeKalb County,GA,43,3272,3272000,2021,2020,2021,inflow,DeKalb County-Collier County-FL-2021,"Collier County, FL"
377820,Honolulu County,HI,DeKalb County,GA,43,1808,1808000,2021,2020,2021,inflow,DeKalb County-Honolulu County-HI-2021,"Honolulu County, HI"
377821,Hudson County,NJ,DeKalb County,GA,42,2778,2778000,2021,2020,2021,inflow,DeKalb County-Hudson County-NJ-2021,"Hudson County, NJ"
377822,Bulloch County,GA,DeKalb County,GA,52,1035,1035000,2021,2020,2021,inflow,DeKalb County-Bulloch County-GA-2021,"Bulloch County, GA"
377823,St. Louis city,MO,DeKalb County,GA,48,1345,1345000,2021,2020,2021,inflow,DeKalb County-St. Louis city-MO-2021,"St. Louis city, MO"
377824,Bergen County,NJ,DeKalb County,GA,55,2545,2545000,2021,2020,2021,inflow,DeKalb County-Bergen County-NJ-2021,"Bergen County, NJ"
377825,Middlesex County,NJ,DeKalb County,GA,47,1989,1989000,2021,2020,2021,inflow,DeKalb County-Middlesex County-NJ-2021,"Middlesex County, NJ"
377826,Dane County,WI,DeKalb County,GA,41,1653,1653000,2021,2020,2021,inflow,DeKalb County-Dane County-WI-2021,"Dane County, WI"
377827,Tuscaloosa County,AL,DeKalb County,GA,45,1343,1343000,2021,2020,2021,inflow,DeKalb County-Tuscaloosa County-AL-2021,"Tuscaloosa County, AL"
377828,Volusia County,FL,DeKalb County,GA,46,1277,1277000,2021,2020,2021,inflow,DeKalb County-Volusia County-FL-2021,"Volusia County, FL"
377829,Floyd County,GA,DeKalb County,GA,43,1116,1116000,2021,2020,2021,inflow,DeKalb County-Floyd County-GA-2021,"Floyd County, GA"
377830,Kent County,MI,DeKalb County,GA,46,1210,1210000,2021,2020,2021,inflow,DeKalb County-Kent County-MI-2021,"Kent County, MI"
377831,Onondaga County,NY,DeKalb County,GA,56,1039,1039000,2021,2020,2021,inflow,DeKalb County-Onondaga County-NY-2021,"Onondaga County, NY"
377832,Pulaski County,AR,DeKalb County,GA,49,1905,1905000,2021,2020,2021,inflow,DeKalb County-Pulaski County-AR-2021,"Pulaski County, AR"
377833,Riverside County,CA,DeKalb County,GA,44,2029,2029000,2021,2020,2021,inflow,DeKalb County-Riverside County-CA-2021,"Riverside County, CA"
377834,Baldwin County,GA,DeKalb County,GA,45,982,982000,2021,2020,2021,inflow,DeKalb County-Baldwin County-GA-2021,"Baldwin County, GA"
377835,Multnomah County,OR,DeKalb County,GA,40,2615,2615000,2021,2020,2021,inflow,DeKalb County-Multnomah County-OR-2021,"Multnomah County, OR"
377836,Sarasota County,FL,DeKalb County,GA,46,1837,1837000,2021,2020,2021,inflow,DeKalb County-Sarasota County-FL-2021,"Sarasota County, FL"
377837,Seminole County,FL,DeKalb County,GA,47,1691,1691000,2021,2020,2021,inflow,DeKalb County-Seminole County-FL-2021,"Seminole County, FL"
377838,Liberty County,GA,DeKalb County,GA,57,994,994000,2021,2020,2021,inflow,DeKalb County-Liberty County-GA-2021,"Liberty County, GA"
377839,Cumberland County,NC,DeKalb County,GA,47,1224,1224000,2021,2020,2021,inflow,DeKalb County-Cumberland County-NC-2021,"Cumberland County, NC"
377840,Aiken County,SC,DeKalb County,GA,34,1386,1386000,2021,2020,2021,inflow,DeKalb County-Aiken County-SC-2021,"Aiken County, SC"
377841,Shelby County,AL,DeKalb County,GA,36,1151,1151000,2021,2020,2021,inflow,DeKalb County-Shelby County-AL-2021,"Shelby County, AL"
377842,Union County,NJ,DeKalb County,GA,39,1088,1088000,2021,2020,2021,inflow,DeKalb County-Union County-NJ-2021,"Union County, NJ"
377843,Providence County,RI,DeKalb County,GA,45,1133,1133000,2021,2020,2021,inflow,DeKalb County-Providence County-RI-2021,"Providence County, RI"
377844,Rutherford County,TN,DeKalb County,GA,36,928,928000,2021,2020,2021,inflow,DeKalb County-Rutherford County-TN-2021,"Rutherford County, TN"
377845,Lake County,IL,DeKalb County,GA,45,1260,1260000,2021,2020,2021,inflow,DeKalb County-Lake County-IL-2021,"Lake County, IL"
377846,Hinds County,MS,DeKalb County,GA,39,777,777000,2021,2020,2021,inflow,DeKalb County-Hinds County-MS-2021,"Hinds County, MS"
377847,Dutchess County,NY,DeKalb County,GA,32,782,782000,2021,2020,2021,inflow,DeKalb County-Dutchess County-NY-2021,"Dutchess County, NY"
377848,Alexandria city,VA,DeKalb County,GA,32,2038,2038000,2021,2020,2021,inflow,DeKalb County-Alexandria city-VA-2021,"Alexandria city, VA"
377849,San Mateo County,CA,DeKalb County,GA,36,5893,5893000,2021,2020,2021,inflow,DeKalb County-San Mateo County-CA-2021,"San Mateo County, CA"
377850,Polk County,FL,DeKalb County,GA,40,751,751000,2021,2020,2021,inflow,DeKalb County-Polk County-FL-2021,"Polk County, FL"
377851,St. Johns County,FL,DeKalb County,GA,30,1657,1657000,2021,2020,2021,inflow,DeKalb County-St. Johns County-FL-2021,"St. Johns County, FL"
377852,Oconee County,GA,DeKalb County,GA,38,2849,2849000,2021,2020,2021,inflow,DeKalb County-Oconee County-GA-2021,"Oconee County, GA"
377853,Washtenaw County,MI,DeKalb County,GA,39,1569,1569000,2021,2020,2021,inflow,DeKalb County-Washtenaw County-MI-2021,"Washtenaw County, MI"
377854,Summit County,OH,DeKalb County,GA,32,1535,1535000,2021,2020,2021,inflow,DeKalb County-Summit County-OH-2021,"Summit County, OH"
377855,Pima County,AZ,DeKalb County,GA,32,2282,2282000,2021,2020,2021,inflow,DeKalb County-Pima County-AZ-2021,"Pima County, AZ"
377856,Jackson County,GA,DeKalb County,GA,30,1621,1621000,2021,2020,2021,inflow,DeKalb County-Jackson County-GA-2021,"Jackson County, GA"
377857,Anne Arundel County,MD,DeKalb County,GA,33,1202,1202000,2021,2020,2021,inflow,DeKalb County-Anne Arundel County-MD-2021,"Anne Arundel County, MD"
377858,Macomb County,MI,DeKalb County,GA,31,864,864000,2021,2020,2021,inflow,DeKalb County-Macomb County-MI-2021,"Macomb County, MI"
377859,Orange County,NC,DeKalb County,GA,29,1984,1984000,2021,2020,2021,inflow,DeKalb County-Orange County-NC-2021,"Orange County, NC"
377860,Montgomery County,OH,DeKalb County,GA,48,978,978000,2021,2020,2021,inflow,DeKalb County-Montgomery County-OH-2021,"Montgomery County, OH"
377861,Beaufort County,SC,DeKalb County,GA,33,824,824000,2021,2020,2021,inflow,DeKalb County-Beaufort County-SC-2021,"Beaufort County, SC"
377862,Lake County,IN,DeKalb County,GA,42,690,690000,2021,2020,2021,inflow,DeKalb County-Lake County-IN-2021,"Lake County, IN"
377863,Ramsey County,MN,DeKalb County,GA,33,878,878000,2021,2020,2021,inflow,DeKalb County-Ramsey County-MN-2021,"Ramsey County, MN"
377864,Douglas County,NE,DeKalb County,GA,43,2157,2157000,2021,2020,2021,inflow,DeKalb County-Douglas County-NE-2021,"Douglas County, NE"
377865,Oklahoma County,OK,DeKalb County,GA,39,566,566000,2021,2020,2021,inflow,DeKalb County-Oklahoma County-OK-2021,"Oklahoma County, OK"
377866,Montgomery County,PA,DeKalb County,GA,38,1857,1857000,2021,2020,2021,inflow,DeKalb County-Montgomery County-PA-2021,"Montgomery County, PA"
377867,El Paso County,TX,DeKalb County,GA,32,457,457000,2021,2020,2021,inflow,DeKalb County-El Paso County-TX-2021,"El Paso County, TX"
377868,Loudoun County,VA,DeKalb County,GA,31,2164,2164000,2021,2020,2021,inflow,DeKalb County-Loudoun County-VA-2021,"Loudoun County, VA"
377869,Prince William County,VA,DeKalb County,GA,35,1174,1174000,2021,2020,2021,inflow,DeKalb County-Prince William County-VA-2021,"Prince William County, VA"
377870,Okaloosa County,FL,DeKalb County,GA,34,553,553000,2021,2020,2021,inflow,DeKalb County-Okaloosa County-FL-2021,"Okaloosa County, FL"
377871,Harrison County,MS,DeKalb County,GA,35,719,719000,2021,2020,2021,inflow,DeKalb County-Harrison County-MS-2021,"Harrison County, MS"
377872,York County,SC,DeKalb County,GA,40,958,958000,2021,2020,2021,inflow,DeKalb County-York County-SC-2021,"York County, SC"
377873,Salt Lake County,UT,DeKalb County,GA,35,1051,1051000,2021,2020,2021,inflow,DeKalb County-Salt Lake County-UT-2021,"Salt Lake County, UT"
377874,Snohomish County,WA,DeKalb County,GA,37,1840,1840000,2021,2020,2021,inflow,DeKalb County-Snohomish County-WA-2021,"Snohomish County, WA"
377942,Douglas County Total Migration-US and Foreign,GA,Douglas County,GA,13148,284706,284706000,2021,2020,2021,inflow,Douglas County total migration-2021,"Douglas County Total Migration-US and Foreign, GA"
377947,Cobb County,GA,Douglas County,GA,2793,56720,56720000,2021,2020,2021,inflow,Douglas County-Cobb County-GA-2021,"Cobb County, GA"
377948,Fulton County,GA,Douglas County,GA,1869,39654,39654000,2021,2020,2021,inflow,Douglas County-Fulton County-GA-2021,"Fulton County, GA"
377949,Paulding County,GA,Douglas County,GA,1041,22380,22380000,2021,2020,2021,inflow,Douglas County-Paulding County-GA-2021,"Paulding County, GA"
377950,Carroll County,GA,Douglas County,GA,922,20699,20699000,2021,2020,2021,inflow,Douglas County-Carroll County-GA-2021,"Carroll County, GA"
377951,DeKalb County,GA,Douglas County,GA,531,12243,12243000,2021,2020,2021,inflow,Douglas County-DeKalb County-GA-2021,"DeKalb County, GA"
377952,Clayton County,GA,Douglas County,GA,441,7912,7912000,2021,2020,2021,inflow,Douglas County-Clayton County-GA-2021,"Clayton County, GA"
377953,Gwinnett County,GA,Douglas County,GA,310,7023,7023000,2021,2020,2021,inflow,Douglas County-Gwinnett County-GA-2021,"Gwinnett County, GA"
377954,Henry County,GA,Douglas County,GA,153,3561,3561000,2021,2020,2021,inflow,Douglas County-Henry County-GA-2021,"Henry County, GA"
377955,Coweta County,GA,Douglas County,GA,110,2528,2528000,2021,2020,2021,inflow,Douglas County-Coweta County-GA-2021,"Coweta County, GA"
377956,Cherokee County,GA,Douglas County,GA,91,2693,2693000,2021,2020,2021,inflow,Douglas County-Cherokee County-GA-2021,"Cherokee County, GA"
377957,Haralson County,GA,Douglas County,GA,86,2275,2275000,2021,2020,2021,inflow,Douglas County-Haralson County-GA-2021,"Haralson County, GA"
377958,Los Angeles County,CA,Douglas County,GA,82,2622,2622000,2021,2020,2021,inflow,Douglas County-Los Angeles County-CA-2021,"Los Angeles County, CA"
377959,Cook County,IL,Douglas County,GA,93,1729,1729000,2021,2020,2021,inflow,Douglas County-Cook County-IL-2021,"Cook County, IL"
377960,Broward County,FL,Douglas County,GA,83,1951,1951000,2021,2020,2021,inflow,Douglas County-Broward County-FL-2021,"Broward County, FL"
377961,Miami-Dade County,FL,Douglas County,GA,63,1423,1423000,2021,2020,2021,inflow,Douglas County-Miami-Dade County-FL-2021,"Miami-Dade County, FL"
377962,Kings County,NY,Douglas County,GA,68,1466,1466000,2021,2020,2021,inflow,Douglas County-Kings County-NY-2021,"Kings County, NY"
377963,Bartow County,GA,Douglas County,GA,67,1092,1092000,2021,2020,2021,inflow,Douglas County-Bartow County-GA-2021,"Bartow County, GA"
377964,Queens County,NY,Douglas County,GA,40,1198,1198000,2021,2020,2021,inflow,Douglas County-Queens County-NY-2021,"Queens County, NY"
377965,Rockdale County,GA,Douglas County,GA,48,753,753000,2021,2020,2021,inflow,Douglas County-Rockdale County-GA-2021,"Rockdale County, GA"
377966,Fayette County,GA,Douglas County,GA,55,1615,1615000,2021,2020,2021,inflow,Douglas County-Fayette County-GA-2021,"Fayette County, GA"
377967,Maricopa County,AZ,Douglas County,GA,54,856,856000,2021,2020,2021,inflow,Douglas County-Maricopa County-AZ-2021,"Maricopa County, AZ"
377968,Orange County,FL,Douglas County,GA,49,1045,1045000,2021,2020,2021,inflow,Douglas County-Orange County-FL-2021,"Orange County, FL"
377969,Chatham County,GA,Douglas County,GA,39,988,988000,2021,2020,2021,inflow,Douglas County-Chatham County-GA-2021,"Chatham County, GA"
377970,Hillsborough County,FL,Douglas County,GA,42,1030,1030000,2021,2020,2021,inflow,Douglas County-Hillsborough County-FL-2021,"Hillsborough County, FL"
377971,Palm Beach County,FL,Douglas County,GA,42,715,715000,2021,2020,2021,inflow,Douglas County-Palm Beach County-FL-2021,"Palm Beach County, FL"
377972,Harris County,TX,Douglas County,GA,48,708,708000,2021,2020,2021,inflow,Douglas County-Harris County-TX-2021,"Harris County, TX"
377973,Jefferson County,AL,Douglas County,GA,42,679,679000,2021,2020,2021,inflow,Douglas County-Jefferson County-AL-2021,"Jefferson County, AL"
